Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
8.94,198.70,188.91,70.94,495.87,2846.86,28.10,229.99,274.22,104.43,60.19,545.84,9.86,17.45,100.87,3.87,44.62,223.89,101.36,7.78,455.96,120.93,43.97,212.10,120.50,39.75,646.07,152.22,13.21,121.56,171.64,78.36,73.31,61.59,971.01,161.43,400.67,256.87,54.23,200.19,47.37,92.60,986.10,266.78,215.12,38.48,30.21,171.49,20.59,312.12,178.10,207.76,132.75,206.59,161.93,93.54,76.35,61.79,28.72,22.74,25.81,10.62,31.82,32.80,25.37,223.79,46.47,26.85,15.46,494.04,1539.84,15.15,25.27,186.69,45.64,30.51,24.14,75.91,55.08,19.52,78.19,167.39,26.38,109.91,85.83,76.81,8.85,28.12,49.23,35.12,33.34,22.51,23.41,35.75,11.68,19.37,24.78,56.11,,316.32,138.77,277.45,26.55,134.36,114.16,24.82,30.42,400.31,12.62,65.56,201.09,112.29,152.16,242.98,30.37,24.31,63.32,17.09,156.24,82.72,50.83,144.44,126.93,150.60,54.88,812.97,2397.56,769.81,1301.57,258.89,83.03,76.08,1094.91,50.23,65.55,73.69,28.62,162.25,314.19,36.96,55.60,145.17,647.54,44.53,1027.60,890.42,19.87,63.77,21.00,84.50
8.47,202.29,201.06,71.28,492.56,2841.07,30.33,231.54,272.50,103.34,55.45,547.14,9.69,16.82,105.38,3.00,40.59,222.25,100.14,6.27,455.09,122.41,44.42,198.27,118.32,39.72,645.53,152.56,13.77,114.06,169.19,72.51,73.67,61.33,976.42,159.40,396.90,252.49,55.34,201.05,47.75,91.61,984.55,264.32,216.09,37.85,30.54,170.44,20.30,323.53,176.01,210.26,131.16,207.51,166.21,94.15,93.02,62.02,29.02,22.48,25.41,11.53,33.03,29.52,21.56,224.23,46.38,27.11,15.25,487.02,1577.04,16.23,24.84,188.42,45.00,31.25,24.02,77.67,56.11,20.16,78.19,170.89,26.54,109.87,79.90,78.72,8.89,27.58,50.20,32.49,29.89,21.92,23.31,36.84,11.75,18.59,24.26,56.25,,362.86,142.88,284.92,26.21,136.50,116.22,24.68,32.53,399.45,12.96,62.02,202.06,111.50,153.57,248.84,30.42,24.36,64.11,18.66,146.69,81.73,52.67,145.57,123.75,152.91,57.92,805.22,2352.39,770.99,1302.94,255.55,80.88,80.01,1087.28,49.70,63.18,78.00,29.04,162.17,321.88,37.55,57.61,105.67,645.83,43.55,970.72,897.57,23.06,65.50,21.50,84.50
8.16,199.10,211.15,71.41,474.65,2842.39,32.28,226.12,270.88,104.33,56.71,569.14,10.81,17.54,106.77,2.69,42.08,216.09,99.94,7.88,453.22,122.00,48.02,197.31,122.32,39.85,639.54,154.88,13.17,122.53,167.96,75.12,74.44,59.84,980.50,156.76,389.38,249.00,52.06,201.28,48.26,93.28,968.57,260.72,218.22,38.03,29.78,173.15,20.98,314.08,176.41,214.64,131.16,205.09,169.01,95.80,81.56,61.54,30.70,23.16,24.61,10.57,32.50,30.22,19.07,223.45,49.75,27.05,14.47,479.16,1563.60,17.66,25.06,183.82,44.66,32.34,23.80,78.92,58.52,19.24,79.78,171.90,26.62,110.75,77.09,81.32,8.88,26.43,50.75,33.71,32.95,21.73,24.43,36.36,11.74,19.66,23.89,54.95,,329.46,142.17,297.47,26.32,140.48,114.33,25.13,36.91,401.61,11.86,64.03,200.58,111.50,157.50,252.68,31.09,25.69,64.36,19.44,146.50,81.80,52.95,141.38,123.45,153.76,57.36,808.39,2344.24,766.97,1300.83,251.69,81.24,82.07,1086.60,49.98,71.03,75.80,29.11,163.18,303.84,36.60,57.59,104.40,639.03,44.11,964.75,902.18,22.43,66.20,21.50,83.00
8.63,198.96,207.40,71.38,484.69,2852.76,33.11,226.98,270.04,101.06,49.50,558.17,9.41,17.15,108.37,2.75,37.52,209.62,100.57,7.86,453.40,120.78,47.39,201.96,126.29,40.11,635.11,153.22,13.23,122.44,168.23,74.75,73.55,59.62,983.82,156.51,377.13,248.20,52.97,198.69,48.91,88.86,984.54,263.06,217.51,38.65,30.52,172.18,19.59,309.28,176.74,214.06,133.26,206.17,172.63,94.75,83.56,62.02,31.55,24.07,24.86,9.46,33.23,31.21,19.62,224.06,46.47,26.61,15.33,475.80,1550.40,16.38,24.49,182.35,44.38,30.77,22.52,75.70,60.27,20.47,79.19,177.92,26.42,112.81,75.41,81.53,8.89,29.24,49.48,34.80,33.36,21.65,24.83,36.77,11.72,19.70,23.21,55.42,,259.52,141.56,288.50,26.21,140.59,100.82,24.79,38.13,396.19,12.68,64.40,198.46,110.85,144.78,261.94,29.33,25.38,62.92,19.99,141.51,77.37,49.95,142.72,123.33,152.07,55.91,798.23,2357.44,768.78,1297.34,256.05,84.25,80.47,1080.48,48.68,65.30,78.50,29.38,161.25,303.19,35.66,57.29,101.93,638.88,43.79,730.38,902.03,20.88,65.11,21.00,82.50
9.73,190.31,214.97,68.07,489.16,2851.02,33.70,220.88,268.74,98.64,37.87,537.44,8.48,17.42,108.68,2.79,32.30,206.34,100.11,8.12,446.77,119.70,47.00,202.93,124.80,39.64,628.99,153.08,13.17,122.22,167.04,75.79,73.30,58.25,967.07,155.99,360.71,239.55,47.41,196.78,50.16,94.61,986.83,263.11,211.37,39.49,30.80,171.53,18.27,298.20,174.96,211.69,132.56,206.37,173.15,94.46,85.82,61.56,30.03,25.45,25.68,7.17,31.65,31.52,25.52,223.70,45.91,26.59,17.12,464.82,1523.28,16.91,24.58,180.90,45.13,30.98,23.21,77.77,58.08,21.22,78.00,173.62,26.44,108.97,73.56,78.92,8.87,29.21,49.08,33.09,35.26,20.69,23.23,36.52,11.72,19.44,23.39,54.92,,236.42,136.59,283.79,26.26,142.12,113.75,23.02,37.42,389.72,12.86,63.89,198.50,100.32,131.72,259.97,30.12,23.89,62.17,18.65,135.47,68.11,48.14,142.66,123.39,149.80,55.92,754.34,2315.48,749.31,1285.79,255.75,80.36,85.68,1013.89,48.05,60.61,76.76,29.42,159.05,302.69,35.85,57.83,103.18,628.57,42.43,722.77,886.44,18.95,65.14,21.00,84.00
9.11,180.36,196.17,61.08,459.34,2849.05,33.14,217.81,266.70,82.20,21.36,520.45,7.99,17.66,98.66,1.66,19.16,195.35,98.25,7.93,437.60,115.25,47.98,187.01,113.20,39.27,631.07,146.78,13.06,122.18,162.59,70.63,71.97,56.55,943.11,155.88,338.34,241.25,44.52,191.86,46.51,91.83,979.04,262.18,205.61,38.14,31.85,165.52,18.09,296.38,79.99,208.81,129.62,199.49,172.38,93.32,67.03,61.64,29.51,26.40,27.05,8.39,28.54,29.94,28.71,223.32,48.04,24.32,15.62,447.84,1529.88,16.36,22.68,183.83,47.36,31.19,23.24,75.53,54.93,21.10,70.98,169.03,22.93,107.27,73.30,69.88,8.86,31.19,42.36,33.08,38.52,18.83,23.20,37.18,11.72,18.68,21.09,48.66,,247.44,136.74,260.75,25.36,130.43,92.72,19.51,33.80,380.81,12.99,63.44,190.99,67.18,118.91,252.73,27.50,21.95,59.84,20.73,127.28,58.25,48.10,137.85,121.50,118.76,55.59,702.76,2247.24,734.63,1265.44,251.51,80.33,81.65,905.40,43.56,66.39,92.57,29.20,147.07,295.35,34.04,52.24,99.47,603.13,41.66,663.70,864.89,14.27,59.69,20.50,79.50
9.45,184.33,189.20,56.84,467.89,2803.97,33.35,212.33,263.86,66.55,5.38,510.22,9.41,17.25,89.22,1.48,11.89,194.43,96.95,9.11,428.23,113.00,46.83,185.28,104.29,39.39,631.21,143.33,12.62,121.20,156.91,71.75,67.50,41.56,930.41,156.10,326.33,244.17,51.51,190.15,42.94,89.69,978.62,266.36,195.77,40.05,28.98,162.51,14.85,285.06,37.99,202.87,115.00,180.06,171.25,89.63,62.01,61.62,29.27,26.23,27.38,9.72,27.38,31.58,29.28,221.00,50.61,18.77,16.53,427.14,1524.54,17.59,19.16,184.76,49.82,32.04,23.39,70.62,46.09,20.48,62.63,169.25,18.30,110.31,70.53,56.82,8.82,25.80,39.62,35.78,36.53,15.77,23.38,38.45,11.50,15.30,17.20,38.85,,259.39,129.20,226.97,23.71,124.58,85.78,16.03,30.21,373.33,8.48,56.20,180.39,64.42,103.36,239.87,25.22,18.57,58.34,16.21,113.90,50.53,46.51,138.74,112.70,106.11,54.16,638.05,2238.80,675.71,1256.73,246.71,75.12,79.34,711.85,40.02,61.33,81.13,29.03,144.19,299.26,32.59,43.53,92.10,382.06,39.88,492.17,839.98,11.40,57.21,19.50,68.50
10.12,183.86,178.38,55.46,451.11,2813.53,31.50,210.23,262.83,61.70,0.18,490.41,9.98,17.61,79.97,1.56,8.19,185.21,98.70,7.59,426.28,111.70,47.67,184.90,112.33,43.04,621.88,142.46,12.38,114.38,147.50,71.58,80.02,36.59,928.44,157.87,324.54,250.19,51.33,192.75,42.15,97.86,972.53,269.92,186.29,37.93,26.85,158.84,13.66,264.59,50.58,194.93,109.16,178.52,166.81,73.80,64.05,61.32,28.91,24.66,26.21,11.45,27.00,32.14,30.25,221.34,50.60,18.46,13.73,417.84,1524.72,16.81,18.32,182.97,48.07,32.43,24.54,69.50,44.08,20.32,62.61,172.63,18.14,108.80,68.42,54.63,8.79,23.36,34.08,34.03,34.26,15.74,23.24,38.03,11.36,16.03,16.33,35.70,,255.62,125.32,171.12,23.12,118.28,93.08,16.67,25.98,369.51,7.16,40.84,172.73,62.74,98.53,228.32,25.91,15.38,58.63,15.48,93.39,47.35,44.98,139.32,105.07,102.36,47.73,627.87,2231.12,661.60,1251.27,241.50,46.53,71.62,542.91,36.07,59.16,93.07,28.16,139.27,286.31,29.38,42.66,49.83,365.31,37.52,347.75,832.79,13.57,55.74,19.00,67.00
8.90,184.00,157.44,46.66,445.10,2806.49,29.49,192.87,261.25,58.11,0.11,476.36,13.62,17.52,77.65,1.52,6.55,187.11,98.84,6.90,432.25,111.97,51.35,180.06,114.60,51.02,620.74,111.46,12.49,85.97,145.06,70.01,83.44,36.69,928.81,178.79,319.73,259.40,44.33,192.81,39.45,104.62,950.25,268.90,182.22,40.59,29.70,157.26,15.82,238.43,71.84,190.38,108.38,181.58,162.50,71.28,62.22,61.58,28.98,22.57,26.02,12.11,28.26,31.74,21.82,220.95,50.36,18.05,14.26,408.36,1528.38,16.12,18.71,184.91,46.61,31.11,26.08,67.72,38.64,19.95,65.38,174.67,18.30,105.91,68.50,51.48,8.80,22.03,38.63,32.94,36.30,16.22,22.49,38.00,11.56,14.81,16.39,34.39,,280.57,127.09,151.06,22.91,121.97,120.79,20.90,26.72,367.45,8.20,32.41,165.57,66.46,127.07,221.12,23.34,14.00,58.38,18.96,80.24,40.49,41.95,140.04,104.21,96.48,45.67,640.77,2260.61,639.37,1240.34,239.77,51.25,64.20,526.10,35.66,58.13,85.06,26.88,64.37,280.25,28.25,40.45,45.38,370.52,37.24,336.44,818.59,12.83,49.88,19.00,67.50
9.29,175.11,144.62,41.75,425.09,2791.76,27.83,165.16,261.87,55.57,0.10,473.65,13.82,17.73,72.82,1.19,5.56,174.59,97.38,6.91,433.40,108.41,48.71,174.83,113.94,46.52,615.67,99.00,12.29,72.22,126.66,70.75,83.70,34.97,919.75,179.99,312.96,269.00,38.31,190.42,33.36,103.02,966.60,266.43,175.17,38.04,27.21,157.08,15.20,248.38,69.16,173.10,99.94,159.69,156.50,70.69,60.17,60.84,28.69,23.23,28.22,13.12,27.43,31.24,19.86,219.01,50.48,17.88,11.09,402.36,1544.70,14.95,17.94,187.49,46.24,31.19,26.23,67.64,40.11,19.77,63.95,169.23,18.52,106.10,75.07,50.62,8.71,21.94,38.92,30.51,34.30,16.23,22.54,37.96,11.67,15.60,16.59,34.16,,269.87,120.95,139.30,22.30,116.40,114.84,20.88,25.11,361.66,7.71,31.04,161.72,56.11,128.36,215.19,19.68,11.89,57.59,14.58,78.76,37.86,40.66,141.28,102.32,92.04,42.20,615.83,2301.17,642.32,1231.93,231.41,43.16,59.10,518.52,34.48,49.75,83.03,26.60,61.91,301.97,27.18,39.91,45.10,368.04,37.83,306.23,798.87,13.03,49.63,20.00,69.50
8.75,164.70,140.38,35.00,427.24,2789.18,24.62,165.14,261.94,54.84,0.09,466.56,13.21,17.45,55.55,0.95,5.62,161.50,82.30,6.94,427.49,103.70,42.51,157.97,108.41,45.75,613.14,97.08,12.67,60.84,101.44,70.04,87.41,23.90,906.25,178.93,299.56,212.22,30.09,187.37,30.38,89.59,952.25,263.94,175.63,39.27,27.64,156.32,15.35,239.13,40.98,166.05,97.39,152.12,155.89,59.55,20.15,61.04,29.55,21.96,25.57,14.60,27.80,30.27,19.70,215.69,49.94,18.02,9.93,396.30,1546.62,15.52,18.12,185.60,43.23,29.59,25.08,59.35,38.92,20.56,63.95,86.75,17.86,105.12,72.72,30.55,8.75,21.22,36.76,30.96,30.25,16.11,23.07,38.63,11.68,14.54,16.02,33.84,,268.85,113.64,133.20,22.13,112.47,117.60,19.83,18.64,341.71,7.32,28.04,155.65,22.78,124.52,210.11,19.05,12.48,33.98,13.45,76.43,29.71,37.67,136.15,99.42,87.27,42.45,611.69,2286.03,630.25,1224.18,232.85,33.80,59.96,514.24,34.46,53.84,59.63,26.05,61.60,301.37,26.96,39.76,45.06,353.22,38.25,295.09,793.74,12.47,53.59,20.50,64.50
6.86,161.09,126.84,35.04,434.55,2789.53,22.84,170.42,261.41,54.67,0.08,464.61,11.38,17.56,47.50,1.12,5.44,150.78,77.50,6.87,425.09,100.94,35.84,142.90,108.91,45.33,617.57,96.12,12.80,51.13,87.54,68.23,75.84,20.33,903.75,178.24,290.34,148.25,27.40,188.25,29.48,81.35,966.48,259.74,172.88,38.55,29.03,153.62,15.34,233.11,40.47,162.41,96.02,152.32,154.18,56.87,18.36,60.45,29.04,20.42,23.39,13.43,27.76,28.73,19.52,211.35,49.25,17.81,9.55,389.64,1677.66,14.77,17.83,183.57,41.13,29.45,19.37,59.08,38.49,20.07,62.80,79.66,17.92,100.91,56.09,29.23,8.71,21.42,35.44,30.80,30.68,15.68,21.48,37.95,11.68,12.91,15.71,33.16,,259.19,103.85,133.27,22.11,99.94,129.62,19.91,16.07,335.32,6.76,26.84,152.95,22.25,121.79,200.95,18.94,12.09,25.59,13.53,76.57,28.50,38.19,114.20,98.27,85.18,42.41,610.09,2287.49,637.33,1219.92,229.31,32.48,50.05,518.32,34.23,45.59,60.18,24.21,61.20,289.46,26.65,38.21,44.62,250.76,38.55,296.65,788.94,12.04,50.02,20.00,55.00
5.05,159.88,76.28,35.19,427.59,2778.63,24.10,173.13,261.01,54.66,0.07,464.33,10.48,17.33,52.78,1.04,5.27,141.82,77.28,6.69,429.09,100.88,38.66,157.39,84.78,44.98,610.50,100.53,12.95,50.52,85.67,66.59,66.04,21.24,904.33,179.78,261.58,151.58,27.93,190.85,29.71,79.69,955.40,255.12,168.79,40.41,28.74,153.06,15.77,219.43,38.98,157.06,95.75,152.87,152.24,54.95,19.43,59.89,28.29,20.65,22.71,14.13,27.61,28.00,19.27,210.75,47.16,17.70,8.78,385.62,1656.12,14.40,17.82,181.51,40.12,29.03,19.06,58.94,37.81,20.46,60.06,78.44,17.30,99.14,48.33,29.27,8.65,17.66,34.05,29.67,28.45,15.99,20.35,35.32,11.48,12.65,15.62,32.47,,258.35,102.13,130.73,21.95,60.41,107.88,19.77,15.54,338.04,7.04,26.69,140.03,28.84,123.50,166.46,18.82,11.89,26.79,12.88,76.89,27.88,37.26,107.75,98.19,83.75,41.46,609.11,2305.61,623.33,1215.95,224.18,32.70,39.70,505.16,33.88,52.72,56.34,22.29,62.95,273.60,27.45,37.03,43.40,244.61,38.57,289.67,793.04,12.85,41.11,20.50,45.00
5.68,160.28,69.81,35.01,407.73,2778.26,20.94,172.08,260.20,54.50,0.06,464.32,10.98,17.36,44.84,0.94,5.36,144.62,77.17,7.06,421.19,101.20,46.39,163.62,74.45,45.16,604.21,100.78,12.68,48.60,85.88,67.11,66.47,20.73,899.85,178.78,250.00,156.13,27.54,191.99,32.70,82.71,954.07,251.88,166.88,37.91,30.43,151.69,16.80,227.38,39.78,155.44,97.79,152.89,143.10,56.59,18.66,60.16,28.33,19.41,22.37,12.08,27.66,27.30,17.52,209.59,48.40,17.62,10.20,385.62,1647.60,13.43,17.69,181.06,34.41,29.70,19.05,60.07,36.83,20.31,60.02,77.22,17.82,98.56,47.61,29.37,8.71,19.18,34.38,30.36,29.55,15.91,19.70,35.39,11.36,11.54,15.64,31.93,,257.59,99.14,124.91,22.01,74.10,133.32,19.70,15.72,333.63,6.02,24.46,134.87,22.03,124.28,160.99,19.82,11.95,25.55,13.20,75.58,27.85,36.42,107.00,96.39,98.82,42.73,625.76,2310.22,634.07,1212.37,223.38,32.55,41.29,505.95,33.24,42.22,54.59,22.21,61.48,287.66,27.02,35.83,44.30,229.46,38.72,286.53,777.68,12.08,36.88,19.50,42.50
6.02,159.09,71.39,38.03,399.73,2762.86,21.27,167.77,260.94,54.50,0.05,465.51,11.16,17.38,48.52,0.97,5.50,145.23,76.58,7.07,420.05,100.81,48.51,164.84,75.39,45.09,609.37,101.62,12.59,50.69,89.44,66.80,66.90,20.46,893.07,179.94,251.49,150.57,27.30,192.07,31.59,90.38,952.20,251.16,169.24,40.96,30.92,152.82,15.59,214.81,40.45,155.94,97.74,153.63,136.65,56.40,18.71,60.29,27.99,18.82,21.61,13.21,27.29,27.38,17.36,206.81,47.87,17.44,9.29,381.60,1638.12,13.17,17.50,178.45,32.86,27.65,18.95,56.36,37.30,20.89,58.11,79.30,17.37,97.83,47.45,28.64,8.61,16.79,34.43,30.91,29.77,15.57,19.96,33.97,11.37,12.12,15.67,31.16,,254.89,98.56,121.69,21.97,69.14,144.10,20.25,16.30,334.04,6.28,24.98,138.58,21.96,124.59,189.13,18.44,11.84,25.21,12.68,75.92,27.77,34.67,107.50,97.58,110.78,40.09,603.76,2332.31,627.63,1213.90,228.25,31.62,48.27,505.26,33.76,52.48,54.18,20.57,61.16,271.08,26.98,35.75,43.94,232.86,38.86,285.45,786.25,12.30,36.09,19.50,41.00
5.58,161.08,69.22,48.83,412.20,2769.11,20.34,172.78,259.67,54.48,0.04,458.07,10.87,17.04,44.12,1.04,5.33,158.41,74.92,6.88,417.53,100.36,49.64,159.06,79.81,45.12,602.92,100.34,12.76,50.75,91.94,66.14,67.16,20.31,893.65,179.49,268.26,148.82,27.19,188.16,30.90,86.43,954.73,252.12,168.50,39.01,30.48,152.11,15.43,221.36,39.95,156.25,96.97,152.04,139.85,56.20,17.77,60.16,27.18,17.69,22.34,13.41,27.30,26.94,17.07,206.56,46.65,17.47,8.54,381.54,1608.54,13.07,17.39,176.99,33.08,26.75,19.01,55.93,36.50,20.25,57.31,81.41,17.38,96.35,46.55,28.52,8.59,17.29,32.89,30.95,27.38,15.48,20.21,32.88,11.36,11.57,15.41,31.67,,255.47,98.50,123.06,21.90,68.94,149.28,20.93,14.56,336.35,5.73,24.66,138.78,21.87,121.76,192.90,18.86,11.89,25.10,12.39,75.42,27.25,35.42,114.19,97.09,102.31,40.41,603.19,2342.53,625.86,1215.36,224.18,32.17,39.33,503.93,33.43,44.41,54.21,20.78,61.14,269.21,26.48,35.58,43.41,228.59,39.17,285.79,770.40,12.62,36.78,20.50,43.00
6.20,160.26,68.07,48.63,406.55,2781.15,20.45,169.59,260.20,54.45,0.03,468.51,11.09,17.57,50.74,1.57,5.41,156.35,75.98,6.66,420.37,100.34,49.78,168.09,83.55,45.08,605.20,100.91,12.69,48.48,90.45,66.02,66.81,20.56,885.76,181.06,281.18,265.50,27.73,188.68,30.76,85.99,954.13,251.36,167.49,42.73,31.44,153.65,16.16,218.42,39.78,152.79,96.03,153.00,139.16,56.76,18.73,59.98,26.89,17.98,21.85,13.43,26.80,26.56,18.30,204.47,46.34,17.54,8.09,381.00,1621.32,13.11,17.48,174.39,32.43,27.05,18.95,54.24,36.00,19.11,57.26,81.72,17.43,97.28,45.08,24.77,8.45,17.77,34.05,29.92,29.00,15.50,20.77,31.48,11.38,11.68,15.26,29.65,,255.26,99.79,120.65,21.67,68.13,148.26,20.81,13.64,346.31,5.85,24.41,138.14,22.02,124.22,188.46,18.81,11.70,25.30,12.50,77.44,27.08,34.62,120.45,98.35,97.61,37.23,617.46,2330.98,615.45,1214.69,226.86,33.29,38.41,503.13,32.40,47.05,54.67,19.59,96.33,266.70,26.20,33.53,42.79,244.26,39.27,285.59,775.72,11.84,39.11,19.50,42.00
5.18,169.74,65.56,48.79,420.47,2786.50,18.53,168.23,260.59,53.90,0.02,465.36,10.76,16.86,54.34,2.20,5.39,166.30,90.48,6.79,417.67,104.74,49.73,160.52,99.58,56.13,602.03,101.43,12.86,50.19,118.82,67.91,48.44,20.55,879.72,174.14,303.42,293.90,26.74,189.75,35.11,69.67,954.95,252.50,167.49,45.96,31.66,154.03,16.02,219.74,39.03,151.43,97.80,152.71,138.34,50.87,18.73,59.77,28.69,18.95,22.21,12.16,27.01,27.99,16.94,204.91,45.73,17.30,9.14,381.96,1617.96,13.65,17.89,172.91,35.88,29.43,18.20,56.25,34.83,19.45,58.20,82.14,17.23,96.08,45.80,24.95,8.41,18.45,33.40,30.17,30.23,15.41,21.69,32.18,11.38,11.78,15.27,28.28,,248.92,100.06,122.20,21.64,102.81,183.70,18.92,12.99,351.07,5.36,24.32,136.62,21.78,123.31,182.75,18.57,11.00,32.12,12.39,75.56,30.30,33.74,130.47,99.27,95.52,38.77,619.49,2340.27,632.20,1217.74,225.51,30.55,38.59,503.44,33.33,42.97,55.77,19.39,93.48,253.81,25.78,33.59,43.77,284.89,39.13,287.67,774.10,11.75,39.59,19.50,42.00
5.83,195.73,121.28,47.72,408.83,2782.89,17.56,170.39,262.13,52.89,1.97,482.28,10.84,16.47,62.18,4.03,6.36,179.47,93.45,6.60,408.50,107.48,47.12,155.09,100.72,51.47,604.02,115.04,12.61,88.59,124.59,68.04,47.84,18.87,877.41,157.75,327.13,286.36,27.78,190.37,34.46,70.48,951.33,262.69,172.52,37.73,30.58,153.43,14.56,236.53,36.73,149.56,99.66,146.14,135.30,52.71,35.93,59.89,28.95,19.79,23.97,9.27,26.86,26.34,17.14,201.53,45.55,17.38,11.08,377.46,1592.52,15.24,17.53,168.19,36.62,29.48,16.81,56.41,35.48,20.07,54.33,111.85,16.18,94.92,57.00,43.65,8.50,19.30,26.71,31.34,33.09,14.86,21.12,33.37,10.98,12.59,15.25,30.19,,250.24,110.39,128.86,21.90,111.45,161.24,17.00,8.01,356.74,3.99,23.26,144.96,18.44,99.86,175.28,17.29,16.22,42.72,11.43,87.31,46.13,34.03,138.55,94.38,94.45,37.30,614.74,2325.21,630.95,1210.66,225.09,32.67,39.27,560.08,32.98,47.61,51.70,19.55,93.73,235.31,26.24,32.57,49.11,410.24,38.25,369.68,762.22,10.21,39.56,20.50,43.00
5.22,181.38,168.56,55.63,399.44,2788.98,19.70,173.39,261.86,52.80,11.55,500.22,7.92,16.48,66.52,4.08,10.26,175.00,94.19,6.70,414.59,107.96,46.80,165.94,105.38,47.45,604.02,134.47,13.87,107.60,138.71,66.30,48.63,42.59,892.46,158.42,337.94,275.14,34.89,190.12,37.95,69.46,960.36,266.82,183.59,39.55,26.14,154.69,14.98,241.82,63.80,151.51,107.18,171.29,138.87,55.19,51.70,59.52,27.84,19.59,24.98,9.59,27.12,24.25,15.38,203.05,41.30,17.42,10.23,377.94,1572.96,16.44,17.58,166.53,36.39,31.86,16.78,55.79,36.03,19.35,54.45,162.57,16.00,97.16,57.73,50.97,8.43,22.85,22.17,31.17,34.73,14.54,21.85,33.69,10.70,12.05,14.83,27.62,,242.10,116.14,138.07,22.01,106.62,125.30,16.64,8.45,359.84,4.85,26.66,155.12,78.20,101.18,189.38,17.52,19.34,59.17,13.86,96.49,49.33,35.57,138.52,95.56,94.02,40.89,641.58,2302.80,638.71,1214.58,222.21,31.28,37.38,661.15,33.28,45.83,49.66,18.83,96.74,235.31,27.63,32.61,72.87,496.12,37.93,404.00,777.78,12.11,41.19,19.50,63.00
